Player_Name,Team,Position,Age,Season,FIFA_Rating,Injury,Date of Injury,Date of return,Match1_before_injury_Result,Match1_before_injury_Opposition,Match1_before_injury_GD,Match1_before_injury_Player_rating,Match2_before_injury_Result,Match2_before_injury_Opposition,Match2_before_injury_GD,Match2_before_injury_Player_rating,Match3_before_injury_Result,Match3_before_injury_Opposition,Match3_before_injury_GD,Match3_before_injury_Player_rating,Match1_missed_match_Result,Match1_missed_match_Opposition,Match1_missed_match_GD,Match2_missed_match_Result,Match2_missed_match_Opposition,Match2_missed_match_GD,Match3_missed_match_Result,Match3_missed_match_Opposition,Match3_missed_match_GD,Match1_after_injury_Result,Match1_after_injury_Opposition,Match1_after_injury_GD,Match1_after_injury_Player_rating,Match2_after_injury_Result,Match2_after_injury_Opposition,Match2_after_injury_GD,Match2_after_injury_Player_rating,Match3_after_injury_Result,Match3_after_injury_Opposition,Match3_after_injury_GD,Match3_after_injury_Player_rating,Injury_Month,Injury_Year,avg_rating_before,avg_rating_after,rating_change,team_gd_before,team_gd_missed,performance_drop_index
David Luiz,Arsenal,Center Back,33,2020/21,82,Hamstring injury,2020-10-26,2020-11-03,win,Sheffield,1.0,6.7,lose,Man City,-1.0,6.6,lose,Leicester,-1.0,6.8,win,Man United,1.0,N.A.,N.A.,,N.A.,N.A.,,lose,Wolves,-1.0,5.3,N.A.,N.A.,,,N.A.,N.A.,,,October,2020.0,6.7,5.3,-1.4000000000000004,-0.3333333333333333,1.0,-1.3333333333333333
David Luiz,Arsenal,Center Back,33,2020/21,82,Neck injury,2020-09-11,2020-09-18,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,win,Fulham,3.0,N.A.,N.A.,,N.A.,N.A.,,N.A.,N.A.,,,lose,Liverpool,-2.0,5.2,win,Sheffield,1.0,6.7,September,2020.0,,5.95,,,3.0,
David Luiz,Arsenal,Center Back,33,2020/21,82,Ill,2020-12-25,2021-01-01,draw,Southampton,0.0,6.2,lose,Everton,-1.0,6.5,N.A.,N.A.,,,win,Chelsea,2.0,win,Brighton,1.0,N.A.,N.A.,,draw,Crystal Palace,0.0,6.5,win,Newcastle,3.0,7.0,win,Southampton,2.0,7.0,December,2020.0,6.35,6.833333333333333,0.4833333333333334,-0.5,1.5,-2.0
David Luiz,Arsenal,Center Back,33,2020/21,82,Head injury,2020-12-25,2021-01-01,lose,Wolves,-1.0,5.3,N.A.,N.A.,,,N.A.,N.A.,,,lose,Tottenham,-2.0,lose,Burnley,-1.0,N.A.,N.A.,,draw,Southampton,0.0,6.2,lose,Everton,-1.0,6.5,N.A.,N.A.,,,December,2020.0,5.3,6.35,1.0499999999999998,-1.0,-1.5,0.5
Rob Holding,Arsenal,Center Back,25,2020/21,74,Hamstring injury,2020-10-16,2020-12-15,win,Fulham,3.0,7.3,win,West Ham,1.0,7.0,lose,Liverpool,-2.0,5.7,lose,Man City,-1.0,lose,Leicester,-1.0,N.A.,N.A.,,win,Man United,1.0,6.9,lose,Aston Villa,-3.0,6.4,draw,Leeds,0.0,6.4,October,2020.0,6.666666666666667,6.566666666666667,-0.09999999999999964,0.6666666666666666,-1.0,1.6666666666666665
Pablo Marí,Arsenal,Center Back,27,2020/21,75,Ankle injury,2020-06-15,2020-12-03,win,West Ham,1.0,7.1,lose,Man City,-3.0,5.8,N.A.,N.A.,,,lose,Brighton,-1.0,win,Southampton,2.0,win,Norwich City,4.0,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,June,2020.0,6.449999999999999,,,-1.0,1.6666666666666667,-2.666666666666667
Pablo Marí,Arsenal,Center Back,27,2020/21,75,Calf injury,2021-01-14,2021-02-08,win,Chelsea,2.0,5.6,win,Brighton,1.0,7.0,win,West Brom,4.0,7.4,draw,Crystal Palace,0.0,win,Newcastle,3.0,win,Southampton,2.0,lose,Man City,-1.0,6.1,win,Leicester,2.0,6.1,draw,Burnley,0.0,6.8,January,2021.0,6.666666666666667,6.333333333333333,-0.3333333333333339,2.3333333333333335,1.6666666666666667,0.6666666666666667
Granit Xhaka,Arsenal,Defensive Midfielder,28,2020/21,83,Ill,2021-04-01,2021-04-04,draw,Burnley,0.0,5.9,win,Tottenham,1.0,7.5,draw,West Ham,0.0,6.7,lose,Liverpool,-3.0,N.A.,N.A.,,N.A.,N.A.,,win,Sheffield,3.0,6.8,lose,Fulham,0.0,7.6,lose,Everton,-1.0,7.3,April,2021.0,6.7,7.233333333333333,0.5333333333333332,0.3333333333333333,-3.0,3.3333333333333335
Granit Xhaka,Arsenal,Defensive Midfielder,28,2020/21,83,Groin injury,2021-05-06,2021-05-16,draw,Fulham,0.0,7.6,lose,Everton,-1.0,7.3,win,Newcastle,2.0,7.8,win,West Brom,2.0,win,Chelsea,1.0,N.A.,N.A.,,win,Crystal Palace,2.0,6.0,win,Brighton,2.0,7.6,N.A.,N.A.,,,May,2021.0,7.566666666666666,6.8,-0.7666666666666666,0.3333333333333333,1.5,-1.1666666666666667
Dani Ceballos,Arsenal,Central Midfielder,24,2020/21,80,Calf injury,2021-01-15,2021-02-01,win,Brighton,1.0,6.0,win,West Brom,4.0,8.4,draw,Crystal Palace,0.0,7.2,win,Newcastle,3.0,win,Southampton,2.0,draw,Man United,0.0,win,Leeds,2.0,6.9,N.A.,N.A.,,,N.A.,N.A.,,,January,2021.0,7.2,6.9,-0.2999999999999998,1.6666666666666667,1.6666666666666667,0.0
Gabriel Martinelli,Arsenal,Left winger,20,2020/21,72,Ankle injury,2021-01-09,2021-01-17,lose,Everton,-1.0,6.0,win,Chelsea,2.0,5.7,win,Brighton,1.0,5.5,draw,Crystal Palace,0.0,N.A.,N.A.,,N.A.,N.A.,,win,Newcastle,3.0,8.0,draw,Man United,0.0,6.1,N.A.,N.A.,,,January,2021.0,5.733333333333333,7.05,1.3166666666666664,0.6666666666666666,0.0,0.6666666666666666
Bukayo Saka,Arsenal,Right winger,19,2020/21,72,Hip problems,2021-01-28,2021-01-31,lose,Crystal Palace,0.0,7.0,win,Newcastle,3.0,8.3,win,Southampton,2.0,7.9,draw,Man United,0.0,N.A.,N.A.,,N.A.,N.A.,,lose,Wolves,-1.0,6.5,lose,Aston Villa,-1.0,7.5,win,Leeds,2.0,6.5,January,2021.0,7.733333333333334,6.833333333333333,-0.9000000000000012,1.6666666666666667,0.0,1.6666666666666667
Pierre-Emerick Aubameyang,Arsenal,Center Forward,32,2020/21,87,Calf injury,2020-12-17,2020-12-28,lose,Tottenham,-2.0,5.4,lose,Burnley,-1.0,6.1,draw,Southampton,0.0,6.9,lose,Everton,-1.0,N.A.,N.A.,,N.A.,N.A.,,win,Brighton,1.0,6.2,win,West Brom,4.0,6.3,draw,Crystal Palace,0.0,6.7,December,2020.0,6.133333333333333,6.3999999999999995,0.2666666666666666,-1.0,-1.0,0.0
Pierre-Emerick Aubameyang,Arsenal,Center Forward,32,2020/21,87,Knock,2021-01-18,2021-02-01,win,West Brom,4.0,6.3,draw,Crystal Palace,0.0,6.7,win,Newcastle,3.0,8.0,win,Southampton,2.0,draw,Man United,0.0,N.A.,N.A.,,lose,Wolves,-1.0,5.9,lose,Aston Villa,-1.0,5.7,win,Leeds,2.0,9.0,January,2021.0,7.0,6.866666666666667,-0.13333333333333286,2.3333333333333335,1.0,1.3333333333333335
Pierre-Emerick Aubameyang,Arsenal,Center Forward,32,2020/21,87,malaria,2021-04-08,2021-04-26,draw,Burnley,0.0,6.8,draw,West Ham,0.0,6.0,draw,Liverpool,-3.0,5.9,win,Sheffield,3.0,draw,Fulham,0.0,lose,Everton,-1.0,win,Newcastle,2.0,7.0,win,Chelsea,1.0,6.5,win,Crystal Palace,2.0,5.7,April,2021.0,6.233333333333334,6.3999999999999995,0.1666666666666652,-1.0,0.6666666666666666,-1.6666666666666665
Alexandre Lacazette,Arsenal,Center Forward,29,2020/21,84,Dead leg,2021-04-18,2021-05-06,lose,Liverpool,-3.0,5.7,win,Sheffield,3.0,8.8,lose,Fulham,0.0,6.2,lose,Everton,-1.0,win,Newcastle,2.0,N.A.,N.A.,,win,West Brom,2.0,5.6,win,Chelsea,1.0,5.0,win,Brighton,2.0,6.0,April,2021.0,6.8999999999999995,5.533333333333334,-1.3666666666666654,0.0,0.5,-0.5
Gabriel Magalhães,Arsenal,Center Back,23,2020/21,80,Coronavirus,2020-12-26,2021-01-13,lose,Tottenham,-2.0,7.0,lose,Burnley,-1.0,6.3,draw,Southampton,0.0,6.2,lose,Chelsea,-1.0,win,Brighton,2.0,win,West Brom,1.0,lose,Wolves,-1.0,6.3,N.A.,N.A.,,,N.A.,N.A.,,,December,2020.0,6.5,6.3,-0.20000000000000018,-1.0,0.6666666666666666,-1.6666666666666665
Thomas Partey,Arsenal,Defensive Midfielder,28,2020/21,84,Muscle injury,2020-11-09,2020-12-03,lose,Leicester,-1.0,6.4,win,Man United,1.0,8.1,lose,Aston Villa,-3.0,6.3,draw,Leeds,0.0,lose,Wolves,-1.0,N.A.,N.A.,,lose,Tottenham,-2.0,6.3,N.A.,N.A.,,,N.A.,N.A.,,,November,2020.0,6.933333333333334,6.3,-0.6333333333333337,-1.0,-0.5,-0.5
Thomas Partey,Arsenal,Defensive Midfielder,28,2020/21,84,Hip injury,2020-12-03,2021-01-11,lose,Tottenham,-2.0,6.3,N.A.,N.A.,,,N.A.,N.A.,,,lose,Burnley,-1.0,draw,Southampton,0.0,lose,Everton,-1.0,draw,Crystal Palace,0.0,6.4,win,Newcastle,3.0,7.3,win,Southampton,2.0,6.4,December,2020.0,6.3,6.7,0.40000000000000036,-2.0,-0.6666666666666666,-1.3333333333333335
Thomas Partey,Arsenal,Defensive Midfielder,28,2020/21,84,Hamstring injury,2021-02-04,2021-02-22,draw,Man United,0.0,6.5,lose,Wolves,-1.0,6.7,lose,Aston Villa,-1.0,6.3,win,Leeds,2.0,lose,Man City,-1.0,N.A.,N.A.,,win,Leicester,2.0,6.6,draw,Burnley,0.0,6.4,win,Tottenham,1.0,6.7,February,2021.0,6.5,6.566666666666666,0.06666666666666643,-0.6666666666666666,0.5,-1.1666666666666665
Mohamed Elneny,Arsenal,Defensive Midfielder,28,2020/21,76,Virus,2020-11-16,2020-11-28,win,Man United,1.0,6.9,lose,Aston Villa,-3.0,6.3,N.A.,N.A.,,,draw,Leeds,0.0,N.A.,N.A.,,N.A.,N.A.,,lose,Burnley,-1.0,6.5,draw,Southampton,0.0,6.3,lose,Everton,-1.0,6.2,November,2020.0,6.6,6.333333333333333,-0.2666666666666666,-1.0,0.0,-1.0
Martin Ødegaard,Arsenal,Attacking Midfielder,22,2020/21,75,Ankle injury,2021-04-05,2021-04-20,win,Tottenham,1.0,7.7,draw,West Ham,0.0,7.8,lose,Liverpool,-3.0,5.8,win,Sheffield,3.0,draw,Fulham,0.0,N.A.,N.A.,,lose,Everton,-1.0,6.1,win,Newcastle,2.0,6.4,win,Chelsea,1.0,6.3,April,2021.0,7.1000000000000005,6.266666666666667,-0.8333333333333339,-0.6666666666666666,1.5,-2.1666666666666665
Willian,Arsenal,Left winger,32,2020/21,85,Calf injury,2020-11-23,2020-11-28,lose,Liverpool,-2.0,5.8,win,Sheffield,1.0,6.1,lose,Man City,-1.0,5.8,lose,Leicester,-1.0,N.A.,N.A.,,N.A.,N.A.,,win,Man United,1.0,6.1,lose,Aston Villa,-3.0,6.3,draw,Leeds,0.0,6.1,November,2020.0,5.8999999999999995,6.166666666666667,0.2666666666666675,-0.6666666666666666,-1.0,0.33333333333333337
Willian,Arsenal,Left winger,32,2020/21,85,Ill,2020-12-25,2021-01-01,lose,Tottenham,-2.0,7.0,lose,Burnley,-1.0,7.4,lose,Everton,-1.0,6.3,win,Chelsea,2.0,win,Brighton,1.0,N.A.,N.A.,,win,West Brom,4.0,6.7,win,Newcastle,3.0,6.2,win,Southampton,2.0,6.1,December,2020.0,6.8999999999999995,6.333333333333333,-0.5666666666666664,-1.3333333333333333,1.5,-2.833333333333333
Kieran Tierney,Arsenal,Left Back,25,2021/22,79,Ankle problems,2021-10-21,2021-11-06,draw,Tottenham,0.0,6.7,draw,Brighton,0.0,5.9,win,Crystal Palace,2.0,6.4,win,Aston Villa,2.0,win,Leicester,2.0,N.A.,N.A.,,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,October,2021.0,6.333333333333333,,,0.6666666666666666,2.0,-1.3333333333333335
Kieran Tierney,Arsenal,Left Back,25,2021/22,79,Knee surgery,2022-03-31,2022-07-07,win,Leicester,2.0,6.6,lose,Liverpool,-2.0,6.0,win,Aston Villa,1.0,6.7,lose,Crystal Palace,-3.0,lose,Brighton,-1.0,lose,Southampton,-1.0,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,March,2022.0,6.433333333333334,,,0.3333333333333333,-1.6666666666666667,2.0
Granit Xhaka,Arsenal,Defensive Midfielder,29,2021/22,83,Inner ligament injury,2021-09-27,2021-12-05,win,Tottenham,2.0,7.1,N.A.,N.A.,,,N.A.,N.A.,,,draw,Brighton,0.0,draw,Crystal Palace,0.0,win,Aston Villa,2.0,win,Everton,1.0,6.3,win,Southampton,3.0,6.3,win,West Ham,2.0,7.0,September,2021.0,7.1,6.533333333333334,-0.5666666666666655,2.0,0.6666666666666666,1.3333333333333335
Pierre-Emerick Aubameyang,Arsenal,Center Forward,33,2021/22,87,Coronavirus,2021-08-02,2021-08-16,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,lose,Brentford,-2.0,N.A.,N.A.,,N.A.,N.A.,,lose,Chelsea,-2.0,6.0,lose,Man City,-5.0,5.3,win,Norwich City,1.0,7.0,August,2021.0,,6.1000000000000005,,,-2.0,
Alexandre Lacazette,Arsenal,Center Forward,31,2021/22,84,Coronavirus,2022-04-14,2022-04-19,win,Aston Villa,1.0,6.2,lose,Crystal Palace,-3.0,5.7,lose,Brighton,-1.0,5.4,lose,Southampton,-1.0,N.A.,N.A.,,N.A.,N.A.,,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,April,2022.0,5.766666666666667,,,-1.0,-1.0,0.0
Gabriel Magalhães,Arsenal,Center Back,24,2021/22,80,Knee injury,2021-07-06,2021-08-25,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,lose,Brentford,-2.0,lose,Chelsea,-2.0,N.A.,N.A.,,win,Norwich City,1.0,8.0,win,Burnley,1.0,7.4,win,Tottenham,2.0,6.0,July,2021.0,,7.133333333333333,,,-2.0,
Thomas Partey,Arsenal,Defensive Midfielder,29,2021/22,84,Ankle injury,2021-07-29,2021-08-30,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,lose,Brentford,-2.0,lose,Chelsea,-2.0,lose,Man City,-5.0,win,Norwich City,1.0,7.0,win,Burnley,1.0,6.5,win,Tottenham,2.0,6.8,July,2021.0,,6.766666666666667,,,-3.0,
Thomas Partey,Arsenal,Defensive Midfielder,29,2021/22,84,Knock,2022-04-04,2022-07-25,lose,Liverpool,-2.0,7.1,win,Aston Villa,1.0,7.0,lose,Crystal Palace,-3.0,5.8,lose,Brighton,-1.0,lose,Southampton,-1.0,win,Chelsea,2.0,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,April,2022.0,6.633333333333333,,,-1.3333333333333333,0.0,-1.3333333333333333
Ben White,Arsenal,Right Back,24,2021/22,76,Hamstring injury,2022-04-25,2022-05-15,lose,Southampton,-1.0,6.8,win,Chelsea,2.0,6.3,win,Man United,2.0,6.1,win,West Ham,1.0,win,Leeds,1.0,N.A.,N.A.,,lose,Newcastle,-2.0,5.3,N.A.,N.A.,,,N.A.,N.A.,,,April,2022.0,6.3999999999999995,5.3,-1.0999999999999996,1.0,1.0,0.0
Takehiro Tomiyasu,Arsenal,Right Back,23,2021/22,78,Calf injury,2022-02-20,2022-04-21,lose,Man City,-1.0,6.4,N.A.,N.A.,,,N.A.,N.A.,,,win,Wolves,1.0,win,Watford,1.0,win,Leicester,2.0,N.A.,N.A.,,,win,West Ham,1.0,6.2,win,Leeds,1.0,7.0,February,2022.0,6.4,6.6,0.1999999999999993,-1.0,1.3333333333333333,-2.333333333333333
Gabriel Martinelli,Arsenal,Left winger,22,2022/23,81,Ankle injury,2023-05-14,2023-06-01,win,Chelsea,2.0,5.8,win,Newcastle,2.0,7.3,lose,Brighton,-3.0,5.5,lose,Nottm Forest,-1.0,win,Wolves,5.0,N.A.,N.A.,,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,May,2023.0,6.2,,,0.3333333333333333,2.0,-1.6666666666666667
Eddie Nketiah,Arsenal,Center Forward,24,2022/23,75,Ankle injury,2023-03-02,2023-04-13,win,Aston Villa,2.0,7.0,win,Leicester,1.0,5.5,win,Everton,4.0,6.9,win,Bournemouth,1.0,win,Fulham,3.0,win,Crystal Palace,3.0,N.A.,N.A.,,,draw,Southampton,0.0,5.3,lose,Man City,-3.0,6.0,March,2023.0,6.466666666666666,5.65,-0.8166666666666655,2.3333333333333335,2.3333333333333335,0.0
William Saliba,Arsenal,Center Back,22,2022/23,82,Back injury,2023-03-16,2023-07-01,win,Everton,4.0,6.7,win,Bournemouth,1.0,7.0,win,Fulham,3.0,7.8,win,Crystal Palace,3.0,win,Leeds,3.0,draw,Liverpool,0.0,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,March,2023.0,7.166666666666667,,,2.6666666666666665,2.0,0.6666666666666665
Thomas Partey,Arsenal,Defensive Midfielder,30,2022/23,85,Thigh problems,2022-08-25,2022-09-15,win,Crystal Palace,2.0,7.6,win,Leicester,2.0,6.6,win,Bournemouth,3.0,7.2,win,Fulham,1.0,win,Aston Villa,1.0,lose,Man United,-2.0,win,Brentford,3.0,7.0,win,Tottenham,2.0,8.1,win,Liverpool,1.0,7.0,August,2022.0,7.133333333333333,7.366666666666667,0.23333333333333428,2.3333333333333335,0.0,2.3333333333333335
Mohamed Elneny,Arsenal,Defensive Midfielder,30,2022/23,77,Thigh problems,2022-08-27,2022-11-01,win,Fulham,1.0,6.7,N.A.,N.A.,,,N.A.,N.A.,,,win,Aston Villa,1.0,lose,Man United,-2.0,lose,Brentford,3.0,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,August,2022.0,6.7,,,1.0,0.6666666666666666,0.33333333333333337
Mohamed Elneny,Arsenal,Defensive Midfielder,30,2022/23,77,Knee injury,2023-01-14,2023-09-20,N.A.,N.A.,,,win,West Ham,2.0,,win,Brighton,2.0,5.6,win,Tottenham,2.0,win,Man United,1.0,lose,Everton,-1.0,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,January,2023.0,5.6,,,2.0,0.6666666666666666,1.3333333333333335
Takehiro Tomiyasu,Arsenal,Right Back,24,2022/23,79,muscular problems,2022-11-03,2022-11-15,win,Leeds,1.0,6.0,draw,Southampton,0.0,7.0,win,Nottm Forest,5.0,6.5,win,Chelsea,1.0,win,Wolves,2.0,N.A.,N.A.,,win,Brighton,2.0,5.3,draw,Newcastle,0.0,6.0,win,Tottenham,2.0,,November,2022.0,6.5,5.65,-0.8499999999999996,2.0,1.5,0.5
Takehiro Tomiyasu,Arsenal,Right Back,24,2022/23,79,Knee surgery,2023-03-16,2023-07-01,N.A.,N.A.,,,win,Bournemouth,1.0,6.8,win,Fulham,3.0,6.0,win,Crystal Palace,3.0,win,Leeds,3.0,draw,Liverpool,0.0,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,March,2023.0,6.4,,,2.0,2.0,0.0
Oleksandr Zinchenko,Arsenal,Left Back,26,2022/23,82,Knee problems and Calf injury,2022-08-26,2022-11-01,win,Crystal Palace,2.0,7.7,win,Leicester,2.0,6.9,win,Bournemouth,3.0,7.0,win,Fulham,1.0,win,Aston Villa,1.0,win,Brentford,3.0,win,Chelsea,1.0,6.8,win,Wolves,2.0,7.0,win,West Ham,2.0,6.0,August,2022.0,7.2,6.6000000000000005,-0.5999999999999996,2.3333333333333335,1.6666666666666667,0.6666666666666667
Oleksandr Zinchenko,Arsenal,Left Back,26,2022/23,82,unknown injury,2023-04-14,2023-04-17,win,Crystal Palace,3.0,6.5,win,Leeds,3.0,7.0,draw,Liverpool,0.0,6.6,draw,West Ham,0.0,N.A.,N.A.,,N.A.,N.A.,,draw,Southampton,0.0,6.0,lose,Man City,-3.0,5.6,win,Chelsea,2.0,7.0,April,2023.0,6.7,6.2,-0.5,2.0,0.0,2.0
Oleksandr Zinchenko,Arsenal,Left Back,26,2022/23,82,Calf muscle tear,2023-05-07,2023-08-18,lose,Man City,-3.0,5.6,lose,Chelsea,2.0,7.0,lose,Newcastle,2.0,6.8,lose,Brighton,-3.0,lose,Nottm Forest,-1.0,win,Wolves,5.0,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,May,2023.0,6.466666666666666,,,0.3333333333333333,0.3333333333333333,0.0
Gabriel Jesus,Arsenal,Center Forward,26,2022/23,85,Knee injury,2022-12-02,2023-03-11,win,Nottm Forest,5.0,9.7,win,Chelsea,1.0,7.3,win,Wolves,2.0,6.5,win,West Ham,2.0,win,Brighton,2.0,draw,Newcastle,0.0,win,Fulham,3.0,7.0,win,Crystal Palace,3.0,6.0,win,Leeds,3.0,9.0,December,2022.0,7.833333333333333,7.333333333333333,-0.5,2.6666666666666665,1.3333333333333333,1.3333333333333333
Gabriel Martinelli,Arsenal,Left winger,23,2023/24,83,Hamstring injury,2023-09-17,2023-10-07,draw,Fulham,0.0,7.0,win,Man United,2.0,7.2,win,Everton,1.0,5.7,draw,Tottenham,0.0,win,Bournemouth,4.0,N.A.,N.A.,,win,Man City,1.0,7.2,draw,Chelsea,0.0,6.6,win,Sheffield,5.0,7.2,September,2023.0,6.633333333333333,7.0,0.36666666666666714,1.0,2.0,-1.0
Gabriel Martinelli,Arsenal,Left winger,23,2023/24,83,Foot injury,2024-03-05,2024-03-29,win,Burnley,5.0,6.4,win,Newcastle,3.0,7.4,win,Sheffield,6.0,8.2,win,Brentford,1.0,N.A.,N.A.,,N.A.,N.A.,,draw,Man City,0.0,8.0,N.A.,N.A.,,,win,Brighton,3.0,6.3,March,2024.0,7.333333333333333,7.15,-0.18333333333333268,4.666666666666667,1.0,3.666666666666667
Bukayo Saka,Arsenal,Right winger,22,2023/24,86,unknown injury,2024-03-21,2024-04-06,win,Sheffield,6.0,6.7,win,Brentford,1.0,6.8,lose,Man City,0.0,5.5,win,Luton Town,2.0,N.A.,N.A.,,N.A.,N.A.,,win,Brighton,3.0,7.3,lose,Aston Villa,-2.0,7.0,win,Wolves,2.0,7.1,March,2024.0,6.333333333333333,7.133333333333333,0.7999999999999998,2.3333333333333335,2.0,0.3333333333333335
Bukayo Saka,Arsenal,Right winger,22,2023/24,86,Thigh problems,2023-10-03,2023-10-21,win,Everton,1.0,7.1,draw,Tottenham,0.0,7.9,win,Bournemouth,4.0,7.5,win,Man City,1.0,N.A.,N.A.,,N.A.,N.A.,,draw,Chelsea,0.0,6.9,win,Sheffield,5.0,6.5,lose,Newcastle,-1.0,6.8,October,2023.0,7.5,6.733333333333333,-0.7666666666666666,1.6666666666666667,1.0,0.6666666666666667
Thomas Partey,Arsenal,Defensive Midfielder,31,2023/24,84,Groin injury,2023-09-02,2023-10-03,win,Nottm Forest,1.0,7.6,win,Crystal Palace,1.0,7.6,draw,Fulham,0.0,6.9,win,Man United,2.0,win,Everton,1.0,draw,Tottenham,0.0,win,Man City,1.0,6.0,N.A.,N.A.,,,N.A.,N.A.,,,September,2023.0,7.366666666666667,6.0,-1.3666666666666671,0.6666666666666666,1.0,-0.33333333333333337
Thomas Partey,Arsenal,Defensive Midfielder,31,2023/24,84,Hamstring injury,2023-11-09,2024-02-29,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,win,Burnley,2.0,win,Brentford,1.0,win,Wolves,1.0,win,Sheffield,6.0,6.8,N.A.,N.A.,,,draw,Man City,0.0,5.9,November,2023.0,,6.35,,,1.3333333333333333,
Martin Ødegaard,Arsenal,Attacking Midfielder,25,2023/24,88,Hip problems,2023-11-03,2023-11-22,win,Bournemouth,4.0,8.5,win,Man City,1.0,6.7,draw,Chelsea,0.0,6.0,lose,Newcastle,-1.0,win,Burnley,2.0,N.A.,N.A.,,win,Brentford,1.0,6.5,win,Wolves,1.0,9.5,win,Luton Town,1.0,7.2,November,2023.0,7.066666666666666,7.733333333333333,0.666666666666667,1.6666666666666667,0.5,1.1666666666666667
Ben White,Arsenal,Right Back,26,2023/24,82,Knee injury,2023-11-09,2023-11-20,draw,Chelsea,0.0,6.1,win,Sheffield,5.0,6.9,lose,Newcastle,-1.0,6.3,win,Burnley,2.0,N.A.,N.A.,,N.A.,N.A.,,N.A.,N.A.,,,win,Wolves,1.0,6.0,win,Luton Town,1.0,7.2,November,2023.0,6.433333333333334,6.6,0.16666666666666607,1.3333333333333333,2.0,-0.6666666666666667
Takehiro Tomiyasu,Arsenal,Right Back,25,2023/24,78,Calf injury,2023-12-03,2024-03-20,win,Burnley,2.0,6.7,win,Brentford,1.0,7.4,win,Wolves,1.0,7.1,win,Luton Town,1.0,lose,Aston Villa,-1.0,win,Brighton,2.0,draw,Man City,0.0,6.5,win,Luton Town,2.0,6.2,win,Brighton,3.0,5.9,December,2023.0,7.066666666666667,6.2,-0.8666666666666671,1.3333333333333333,0.6666666666666666,0.6666666666666666
Oleksandr Zinchenko,Arsenal,Left Back,27,2023/24,80,Calf problems,2023-12-30,2024-01-18,win,Brighton,2.0,7.8,draw,Liverpool,0.0,6.8,lose,West Ham,-2.0,6.5,lose,Fulham,-1.0,N.A.,N.A.,,N.A.,N.A.,,win,Crystal Palace,5.0,7.8,win,Nottm Forest,1.0,8.0,win,Liverpool,2.0,6.0,December,2023.0,7.033333333333334,7.266666666666667,0.2333333333333325,0.0,-1.0,1.0
Gabriel Jesus,Arsenal,Center Forward,27,2023/24,82,Hamstring injury,2023-10-24,2023-11-19,win,Bournemouth,4.0,6.7,win,Man City,1.0,6.5,draw,Chelsea,0.0,5.7,win,Sheffield,5.0,lose,Newcastle,-1.0,win,Burnley,2.0,win,Brentford,1.0,6.4,win,Wolves,1.0,5.9,win,Luton Town,1.0,8.6,October,2023.0,6.3,6.966666666666666,0.6666666666666661,1.6666666666666667,2.0,-0.33333333333333326
Gabriel Jesus,Arsenal,Center Forward,27,2023/24,82,Knee injury,2024-01-05,2024-01-18,lose,Fulham,-1.0,6.0,win,Crystal Palace,5.0,7.5,win,Nottm Forest,1.0,7.9,win,Liverpool,2.0,win,West Ham,6.0,win,Burnley,5.0,win,Sheffield,6.0,6.0,win,Brentford,1.0,6.0,draw,Man City,0.0,6.6,January,2024.0,7.133333333333333,6.2,-0.9333333333333327,1.6666666666666667,4.333333333333333,-2.666666666666666
Tyrone Mings,Aston Villa,Center Back,28,2019/20,75,Muscle strain,2019-12-09,2019-12-31,lose,Leicester,-4.0,5.3,lose,Chelsea,1.0,5.7,draw,Man United,0.0,6.8,win,Norwich City,1.0,lose,Southampton,-2.0,lose,Sheffield,-2.0,win,Burnley,1.0,6.7,lose,Man City,-5.0,4.8,draw,Brighton,0.0,6.7,December,2019.0,5.933333333333334,6.066666666666666,0.13333333333333286,-1.0,-1.0,0.0
Jed Steer,Aston Villa,Goalkeeper,27,2019/20,70,Calf injury,2019-11-11,2020-06-15,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,win,Newcastle,2.0,draw,Man United,0.0,lose,Chelsea,-1.0,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,November,2019.0,,,,,0.3333333333333333,
