Player_Name,Team,Position,Age,Season,FIFA_Rating,Injury,Date of Injury,Date of return,Match1_before_injury_Result,Match1_before_injury_Opposition,Match1_before_injury_GD,Match1_before_injury_Player_rating,Match2_before_injury_Result,Match2_before_injury_Opposition,Match2_before_injury_GD,Match2_before_injury_Player_rating,Match3_before_injury_Result,Match3_before_injury_Opposition,Match3_before_injury_GD,Match3_before_injury_Player_rating,Match1_missed_match_Result,Match1_missed_match_Opposition,Match1_missed_match_GD,Match2_missed_match_Result,Match2_missed_match_Opposition,Match2_missed_match_GD,Match3_missed_match_Result,Match3_missed_match_Opposition,Match3_missed_match_GD,Match1_after_injury_Result,Match1_after_injury_Opposition,Match1_after_injury_GD,Match1_after_injury_Player_rating,Match2_after_injury_Result,Match2_after_injury_Opposition,Match2_after_injury_GD,Match2_after_injury_Player_rating,Match3_after_injury_Result,Match3_after_injury_Opposition,Match3_after_injury_GD,Match3_after_injury_Player_rating,Injury_Month,Injury_Year,avg_rating_before,avg_rating_after,rating_change,team_gd_before,team_gd_missed,performance_drop_index
Scott McToMinay,Man United,Central Midfielder,26,2022/23,79,unknown injury,2023-01-27,2023-02-18,win,Man City,1.0,6.2,draw,Crystal Palace,0.0,6.0,lose,Arsenal,-1.0,6.9,win,Crystal Palace,1.0,draw,Leeds,0.0,win,Leeds,2.0,win,Leicester,3.0,6.7,lose,Liverpool,-7.0,4.9,draw,Southampton,0.0,6.1,January,2023.0,6.366666666666667,5.900000000000001,-0.4666666666666659,0.0,1.0,-1.0
Scott McToMinay,Man United,Central Midfielder,26,2022/23,79,unknown injury,2023-04-09,2023-05-11,lose,Newcastle,-2.0,6.0,win,Brentford,1.0,6.1,win,Everton,2.0,6.4,win,Nottm Forest,2.0,draw,Tottenham,0.0,win,Aston Villa,1.0,win,Bournemouth,1.0,6.2,win,Chelsea,3.0,6.6,win,Fulham,1.0,6.6,April,2023.0,6.166666666666667,6.466666666666666,0.29999999999999893,0.3333333333333333,1.0,-0.6666666666666667
Fred,Man United,Central Midfielder,27,2021/22,79,Coronavirus,2022-02-07,2022-02-14,draw,Aston Villa,0.0,6.0,win,Brentford,2.0,6.0,win,West Ham,1.0,6.0,draw,Burnley,0.0,draw,Southampton,0.0,N.A.,N.A.,,win,Brighton,2.0,6.0,win,Leeds,2.0,6.0,draw,Watford,0.0,6.0,February,2022.0,6.0,6.0,0.0,1.0,0.0,1.0
Fred,Man United,Central Midfielder,27,2021/22,79,Hip flexor problems,2022-04-09,2022-04-30,win,Tottenham,1.0,6.2,draw,Leicester,0.0,6.0,lose,Everton,-1.0,6.0,win,Norwich City,1.0,lose,Liverpool,-4.0,lose,Arsenal,-2.0,win,Brentford,3.0,6.0,lose,Brighton,-4.0,6.0,lose,Crystal Palace,-1.0,6.4,April,2022.0,6.066666666666666,6.133333333333333,0.06666666666666643,0.0,-1.6666666666666667,1.6666666666666667
Bruno Fernandes,Man United,Attacking Midfielder,25,2021/22,88,Ill,2022-03-12,2022-03-14,win,Leeds,2.0,6.0,draw,Watford,0.0,0.0,lose,Man City,-3.0,5.8,win,Tottenham,1.0,N.A.,N.A.,,N.A.,N.A.,,draw,Leicester,0.0,7.5,lose,Everton,-1.0,7.7,win,Norwich City,1.0,7.0,March,2022.0,3.9333333333333336,7.3999999999999995,3.466666666666666,-0.3333333333333333,1.0,-1.3333333333333333
Jesse Lingard,Man United,Attacking Midfielder,27,2019/20,78,Ill,2019-09-07,2019-09-18,draw,Wolves,0.0,6.2,lose,Crystal Palace,-1.0,5.7,draw,Southampton,0.0,6.1,win,Leicester,1.0,N.A.,N.A.,,N.A.,N.A.,,lose,West Ham,-2.0,5.5,draw,Arsenal,0.0,5.5,N.A.,N.A.,,,September,2019.0,6.0,5.5,-0.5,-0.3333333333333333,1.0,-1.3333333333333333
Jesse Lingard,Man United,Attacking Midfielder,27,2019/20,78,Hamstring injury,2019-10-04,2019-10-23,lose,West Ham,-2.0,5.5,draw,Arsenal,0.0,5.5,N.A.,N.A.,,,lose,Newcastle,-1.0,draw,Liverpool,0.0,N.A.,N.A.,,win,Norwich City,2.0,6.1,lose,Bournemouth,-1.0,6.0,win,Brighton,2.0,6.5,October,2019.0,5.5,6.2,0.7000000000000002,-1.0,-0.5,-0.5
Jesse Lingard,Man United,Attacking Midfielder,27,2019/20,78,Ill,2020-01-09,2020-01-14,win,Newcastle,3.0,6.7,win,Burnley,2.0,6.1,lose,Arsenal,-2.0,5.7,win,Norwich City,4.0,N.A.,N.A.,,N.A.,N.A.,,lose,Burnley,-2.0,6.1,draw,Wolves,0.0,6.2,N.A.,N.A.,,,January,2020.0,6.166666666666667,6.15,-0.016666666666666607,1.0,4.0,-3.0
Juan Mata,Man United,Attacking Midfielder,32,2020/21,78,Muscle injury,2021-02-25,2021-04-03,win,Newcastle,2.0,6.0,N.A.,N.A.,,,N.A.,N.A.,,,draw,Chelsea,0.0,draw,Crystal Palace,0.0,win,Man City,2.0,lose,Leicester,-1.0,5.9,win,Wolves,1.0,7.3,N.A.,N.A.,,,February,2021.0,6.0,6.6,0.5999999999999996,2.0,0.6666666666666666,1.3333333333333335
Marcus Rashford,Man United,Left winger,22,2019/20,85,Back injury,2020-01-16,2020-06-05,win,Burnley,2.0,7.5,lose,Arsenal,-2.0,5.8,win,Norwich City,4.0,9.0,lose,Liverpool,-2.0,lose,Burnley,-2.0,draw,Wolves,0.0,draw,Tottenham,0.0,6.2,win,Sheffield,3.0,8.3,win,Brighton,3.0,6.3,January,2020.0,7.433333333333334,6.933333333333334,-0.5,1.3333333333333333,-1.3333333333333333,2.6666666666666665
Marcus Rashford,Man United,Left winger,23,2021/22,85,Shoulder injury,2021-07-14,2021-10-15,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,win,Leeds,4.0,draw,Southampton,0.0,win,Wolves,1.0,lose,Leicester,-2.0,5.7,lose,Liverpool,-5.0,5.8,win,Tottenham,3.0,5.9,July,2021.0,,5.8,,,1.6666666666666667,
Marcus Rashford,Man United,Left winger,24,2021/22,85,Dead leg,2022-01-13,2022-01-17,win,Norwich City,1.0,6.0,draw,Newcastle,0.0,6.9,lose,Wolves,-1.0,7.0,draw,Aston Villa,0.0,N.A.,N.A.,,N.A.,N.A.,,win,Brentford,2.0,7.2,win,West Ham,1.0,7.0,draw,Burnley,0.0,6.4,January,2022.0,6.633333333333333,6.866666666666667,0.23333333333333428,0.0,0.0,0.0
Marcus Rashford,Man United,Left winger,24,2021/22,85,bronchitis,2022-05-04,2022-05-19,lose,Liverpool,-4.0,5.8,lose,Arsenal,-2.0,6.0,draw,Chelsea,0.0,5.3,lose,Brighton,-4.0,lose,Crystal Palace,-1.0,N.A.,N.A.,,lose,Brighton,-1.0,6.0,lose,Brentford,-4.0,6.0,win,Liverpool,2.0,5.8,May,2022.0,5.7,5.933333333333334,0.2333333333333334,-2.0,-2.5,0.5
Marcus Rashford,Man United,Left winger,24,2022/23,85,Muscle injury,2023-04-08,2023-04-19,lose,Newcastle,-2.0,6.0,win,Brentford,1.0,6.2,win,Everton,2.0,6.7,win,Nottm Forest,2.0,N.A.,N.A.,,N.A.,N.A.,,draw,Tottenham,0.0,6.6,win,Aston Villa,1.0,5.9,lose,Brighton,-1.0,6.5,April,2023.0,6.3,6.333333333333333,0.033333333333333215,0.3333333333333333,2.0,-1.6666666666666667
Marcus Rashford,Man United,Left winger,25,2022/23,85,Leg injury,2023-05-11,2023-05-24,win,Aston Villa,1.0,5.9,lose,Brighton,-1.0,6.5,lose,West Ham,-1.0,6.6,win,Wolves,2.0,win,Bournemouth,1.0,N.A.,N.A.,,win,Chelsea,3.0,7.7,win,Fulham,1.0,6.5,N.A.,N.A.,,,May,2023.0,6.333333333333333,7.1,0.7666666666666666,-0.3333333333333333,1.5,-1.8333333333333333
Mason Greenwood,Man United,Right winger,18,2019/20,78,Tonsillitis,2019-09-20,2019-09-23,draw,Wolves,0.0,6.1,lose,Crystal Palace,-1.0,5.5,draw,Southampton,0.0,5.1,lose,West Ham,-2.0,N.A.,N.A.,,N.A.,N.A.,,draw,Arsenal,0.0,5.7,lose,Newcastle,-1.0,7.6,win,Norwich City,2.0,5.6,September,2019.0,5.566666666666666,6.3,0.7333333333333334,-0.3333333333333333,-2.0,1.6666666666666667
Mason Greenwood,Man United,Right winger,19,2020/21,78,bruise,2020-10-17,2020-11-23,lose,Tottenham,-5.0,7.6,draw,Chelsea,0.0,5.5,lose,Arsenal,-1.0,6.2,win,Newcastle,3.0,win,Everton,2.0,win,West Brom,1.0,win,Southampton,1.0,7.7,win,West Ham,2.0,7.1,draw,Man City,0.0,6.3,October,2020.0,6.433333333333334,7.033333333333334,0.6000000000000005,-2.0,2.0,-4.0
Mason Greenwood,Man United,Right winger,20,2021/22,78,Coronavirus,2021-11-19,2021-11-27,lose,Leicester,-2.0,6.9,lose,Liverpool,-5.0,6.5,lose,Man City,-2.0,5.9,lose,Watford,-3.0,N.A.,N.A.,,N.A.,N.A.,,win,Crystal Palace,1.0,6.7,win,Norwich City,1.0,6.0,draw,Newcastle,0.0,5.8,November,2021.0,6.433333333333334,6.166666666666667,-0.2666666666666666,-3.0,-3.0,0.0
Daniel James,Man United,Right winger,22,2019/20,77,Knock,2020-02-28,2020-03-07,draw,Wolves,0.0,6.1,win,Chelsea,2.0,6.7,win,Watford,3.0,6.5,draw,Everton,0.0,N.A.,N.A.,,N.A.,N.A.,,win,Man City,2.0,6.0,draw,Tottenham,0.0,5.6,win,Sheffield,3.0,5.0,February,2020.0,6.433333333333334,5.533333333333334,-0.8999999999999995,1.6666666666666667,0.0,1.6666666666666667
Daniel James,Man United,Right winger,23,2020/21,77,unknown injury,2021-04-30,2021-05-21,draw,Leeds,0.0,6.0,win,Brighton,1.0,6.4,win,West Ham,1.0,6.0,win,Aston Villa,2.0,lose,Leicester,-1.0,lose,Liverpool,-2.0,win,Wolves,1.0,6.5,N.A.,N.A.,,,N.A.,N.A.,,,April,2021.0,6.133333333333333,6.5,0.36666666666666714,0.6666666666666666,-0.3333333333333333,1.0
Anthony Martial,Man United,Center Forward,24,2019/20,79,Hamstring strain,2019-08-25,2019-10-20,win,Chelsea,4.0,6.9,draw,Wolves,0.0,6.4,lose,Crystal Palace,-1.0,6.7,draw,Southampton,0.0,win,Leicester,1.0,lose,West Ham,-2.0,draw,Liverpool,0.0,6.1,win,Norwich City,2.0,7.2,lose,Bournemouth,-1.0,5.8,August,2019.0,6.666666666666667,6.366666666666667,-0.2999999999999998,1.0,-0.3333333333333333,1.3333333333333333
Anthony Martial,Man United,Center Forward,25,2020/21,79,Torn knee ligaments,2021-03-29,2021-08-02,win,Newcastle,2.0,6.2,draw,Chelsea,0.0,6.0,win,Man City,2.0,5.6,win,Brighton,1.0,win,Tottenham,2.0,win,Burnley,2.0,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,March,2021.0,5.933333333333333,,,1.3333333333333333,1.6666666666666667,-0.3333333333333335
Anthony Martial,Man United,Center Forward,26,2021/22,79,Fitness,2021-10-15,2021-10-29,win,Wolves,1.0,6.0,win,Newcastle,3.0,6.2,draw,Everton,0.0,7.4,lose,Leicester,-2.0,lose,Liverpool,-5.0,N.A.,N.A.,,lose,Watford,-3.0,7.0,win,Arsenal,1.0,7.0,N.A.,N.A.,,,October,2021.0,6.533333333333334,7.0,0.4666666666666659,1.3333333333333333,-3.5,4.833333333333333
Anthony Martial,Man United,Center Forward,26,2021/22,79,Knee injury,2021-12-04,2021-12-13,lose,Watford,-3.0,7.0,win,Arsenal,1.0,7.2,N.A.,N.A.,,,win,Crystal Palace,1.0,win,Norwich City,1.0,N.A.,N.A.,,win,West Ham,1.0,7.2,N.A.,N.A.,,,N.A.,N.A.,,,December,2021.0,7.1,7.2,0.10000000000000053,-1.0,1.0,-2.0
Anthony Martial,Man United,Center Forward,27,2022/23,79,Achilles tendon irritation,2022-08-23,2022-09-26,win,Liverpool,1.0,6.1,N.A.,N.A.,,,N.A.,N.A.,,,win,Southampton,1.0,win,Leicester,1.0,win,Arsenal,2.0,lose,Man City,-3.0,6.9,win,Everton,1.0,6.7,N.A.,N.A.,,,August,2022.0,6.1,6.800000000000001,0.7000000000000011,1.0,1.3333333333333333,-0.33333333333333326
Anthony Martial,Man United,Center Forward,27,2022/23,79,Back injury,2022-10-10,2022-10-31,lose,Man City,-3.0,6.9,win,Everton,1.0,6.7,N.A.,N.A.,,,draw,Newcastle,0.0,win,Tottenham,,draw,Chelsea,0.0,lose,Aston Villa,-2.0,5.9,win,Fulham,1.0,6.5,win,Nottm Forest,3.0,7.6,October,2022.0,6.800000000000001,6.666666666666667,-0.13333333333333375,-1.0,0.0,-1.0
Anthony Martial,Man United,Center Forward,27,2022/23,79,Hip injury,2023-02-02,2023-03-08,win,Wolves,1.0,7.3,win,Bournemouth,3.0,7.4,win,Man City,1.0,6.9,win,Crystal Palace,1.0,draw,Leeds,0.0,win,Leeds,2.0,lose,Newcastle,-2.0,5.5,win,Brentford,1.0,7.7,win,Everton,2.0,7.5,February,2023.0,7.2,6.8999999999999995,-0.3000000000000007,1.6666666666666667,1.0,0.6666666666666667
Donny Van De Beek,Man United,Central Midfielder,30,2020/21,77,Muscle injury,2021-03-01,2021-03-15,lose,Sheffield,-1.0,6.0,win,Southampton,9.0,6.5,draw,West Brom,0.0,6.0,draw,Crystal Palace,0.0,win,Man City,2.0,win,West Ham,1.0,win,Brighton,1.0,6.0,win,Burnley,2.0,6.2,draw,Leeds,0.0,6.0,March,2021.0,6.166666666666667,6.066666666666666,-0.10000000000000053,2.6666666666666665,1.0,1.6666666666666665
Donny Van De Beek,Man United,Central Midfielder,32,2022/23,77,Shingles,2022-09-03,2022-10-24,lose,Brighton,-1.0,6.0,lose,Brentford,-4.0,6.2,win,Liverpool,1.0,6.2,win,Arsenal,2.0,lose,Man City,-3.0,win,Everton,1.0,lose,Aston Villa,-2.0,5.7,win,Nottm Forest,3.0,5.6,win,Wolves,1.0,5.2,September,2022.0,6.133333333333333,5.5,-0.6333333333333329,-1.3333333333333333,0.0,-1.3333333333333333
Edinson Cavani,Man United,Center Forward,34,2020/21,81,Knock,2020-12-06,2020-12-18,win,West Brom,1.0,6.0,win,Southampton,1.0,9.2,win,West Ham,2.0,6.0,draw,Man City,0.0,win,Sheffield,1.0,N.A.,N.A.,,win,Leeds,4.0,6.2,draw,Leicester,0.0,6.4,win,Wolves,1.0,5.8,December,2020.0,7.066666666666666,6.133333333333334,-0.9333333333333327,1.3333333333333333,0.5,0.8333333333333333
Edinson Cavani,Man United,Center Forward,34,2020/21,81,Muscle injury,2021-02-15,2021-03-01,win,Southampton,9.0,9.2,draw,Everton,0.0,6.2,draw,West Brom,0.0,6.0,win,Newcastle,2.0,draw,Chelsea,0.0,N.A.,N.A.,,draw,Crystal Palace,0.0,5.8,N.A.,N.A.,,,N.A.,N.A.,,,February,2021.0,7.133333333333333,5.8,-1.333333333333333,3.0,1.0,2.0
Edinson Cavani,Man United,Center Forward,34,2020/21,81,Knock,2021-03-05,2021-03-21,draw,Everton,0.0,6.2,draw,West Brom,0.0,6.0,draw,Crystal Palace,0.0,5.8,win,Man City,2.0,win,West Ham,1.0,N.A.,N.A.,,win,Brighton,1.0,5.5,win,Tottenham,2.0,7.1,win,Burnley,2.0,6.7,March,2021.0,6.0,6.433333333333334,0.43333333333333357,0.0,1.5,-1.5
Edinson Cavani,Man United,Center Forward,35,2021/22,81,Tendon irritation,2021-11-04,2021-12-22,draw,Everton,0.0,6.5,win,Tottenham,3.0,6.2,lose,Liverpool,-5.0,6.0,lose,Man City,-2.0,lose,Watford,-3.0,draw,Chelsea,0.0,draw,Newcastle,0.0,6.0,win,Burnley,2.0,6.2,lose,Wolves,-1.0,6.0,November,2021.0,6.233333333333333,6.066666666666666,-0.16666666666666696,-0.6666666666666666,-1.6666666666666667,1.0
Edinson Cavani,Man United,Center Forward,35,2021/22,81,Groin problems,2022-02-11,2022-03-07,draw,Aston Villa,0.0,6.2,win,West Ham,1.0,6.4,draw,Burnley,0.0,5.6,draw,Southampton,0.0,win,Brighton,2.0,win,Leeds,2.0,win,Tottenham,1.0,5.6,N.A.,N.A.,,,N.A.,N.A.,,,February,2022.0,6.066666666666667,5.6,-0.4666666666666677,0.3333333333333333,1.3333333333333333,-1.0
Edinson Cavani,Man United,Center Forward,35,2021/22,81,Calf injury,2022-04-01,2022-04-30,win,Tottenham,1.0,5.6,N.A.,N.A.,,,N.A.,N.A.,,,draw,Leicester,0.0,lose,Everton,-1.0,win,Norwich City,1.0,win,Brentford,3.0,6.2,lose,Brighton,-4.0,5.0,lose,Crystal Palace,-1.0,5.6,April,2022.0,5.6,5.599999999999999,-8.881784197001252e-16,1.0,0.0,1.0
Raphael Varane,Man United,Center Back,30,2021/22,85,Groin injury,2021-10-11,2021-10-26,win,West Ham,1.0,7.2,lose,Aston Villa,-1.0,6.2,draw,Everton,0.0,6.4,lose,Leicester,-2.0,lose,Liverpool,-5.0,N.A.,N.A.,,win,Tottenham,3.0,6.2,N.A.,N.A.,,,N.A.,N.A.,,,October,2021.0,6.6000000000000005,6.2,-0.40000000000000036,0.0,-3.5,3.5
Raphael Varane,Man United,Center Back,30,2021/22,85,Hamstring injury,2021-11-02,2021-12-22,win,Tottenham,3.0,6.2,draw,Everton,0.0,6.4,lose,Aston Villa,-1.0,6.2,lose,Man City,-2.0,lose,Watford,-3.0,draw,Chelsea,0.0,draw,Newcastle,0.0,6.6,win,Burnley,2.0,6.4,lose,Wolves,-1.0,6.6,November,2021.0,6.266666666666667,6.533333333333334,0.2666666666666675,0.6666666666666666,-1.6666666666666667,2.3333333333333335
Raphael Varane,Man United,Center Back,30,2021/22,85,abdominal problems,2022-02-14,2022-02-18,win,West Ham,1.0,7.2,draw,Burnley,0.0,6.4,draw,Southampton,0.0,6.3,win,Brighton,2.0,N.A.,N.A.,,N.A.,N.A.,,win,Leeds,2.0,6.3,draw,Watford,0.0,6.5,win,Tottenham,1.0,6.2,February,2022.0,6.633333333333334,6.333333333333333,-0.3000000000000007,0.3333333333333333,2.0,-1.6666666666666667
Raphael Varane,Man United,Center Back,30,2021/22,85,muscular problems,2022-04-03,2022-04-21,draw,Watford,0.0,6.5,win,Tottenham,1.0,6.2,draw,Leicester,0.0,6.9,lose,Everton,-1.0,win,Norwich City,1.0,lose,Liverpool,-4.0,lose,Arsenal,-2.0,5.7,draw,Chelsea,0.0,6.1,win,Brentford,3.0,8.1,April,2022.0,6.533333333333334,6.633333333333333,0.09999999999999876,0.3333333333333333,-1.3333333333333333,1.6666666666666665
Raphael Varane,Man United,Center Back,31,2022/23,85,Leg injury,2022-10-22,2022-11-14,draw,Newcastle,0.0,6.0,win,Tottenham,2.0,6.9,draw,Chelsea,0.0,6.6,win,West Ham,1.0,lose,Aston Villa,-2.0,win,Fulham,1.0,win,Nottm Forest,3.0,7.2,win,Wolves,1.0,6.9,win,Man City,1.0,6.7,October,2022.0,6.5,6.933333333333334,0.43333333333333357,0.6666666666666666,0.0,0.6666666666666666
Raphael Varane,Man United,Center Back,31,2022/23,85,Foot injury,2023-04-14,2023-05-08,draw,Southampton,0.0,6.5,lose,Newcastle,-2.0,6.0,win,Brentford,1.0,7.3,win,Nottm Forest,2.0,draw,Tottenham,0.0,win,Aston Villa,1.0,win,Wolves,2.0,6.9,win,Bournemouth,1.0,7.2,win,Chelsea,3.0,6.3,April,2023.0,6.6000000000000005,6.800000000000001,0.20000000000000018,-0.3333333333333333,1.0,-1.3333333333333333
Christiano Ronaldo,Man United,Center Forward,39,2021/22,90,Hip flexor problems,2022-01-10,2022-01-17,draw,Newcastle,0.0,8.0,win,Burnley,2.0,7.0,lose,Wolves,-1.0,7.0,draw,Aston Villa,0.0,N.A.,N.A.,,N.A.,N.A.,,win,Brentford,2.0,7.0,win,West Ham,1.0,7.0,draw,Burnley,0.0,7.0,January,2022.0,7.333333333333333,7.0,-0.33333333333333304,0.3333333333333333,0.0,0.3333333333333333
Christiano Ronaldo,Man United,Center Forward,39,2021/22,90,Hip flexor problems,2022-03-03,2022-03-07,win,Brighton,2.0,7.0,win,Leeds,2.0,6.0,draw,Watford,0.0,7.0,lose,Man City,-3.0,N.A.,N.A.,,N.A.,N.A.,,win,Tottenham,1.0,7.0,lose,Everton,-1.0,8.0,win,Norwich City,1.0,6.0,March,2022.0,6.666666666666667,7.0,0.33333333333333304,1.3333333333333333,-3.0,4.333333333333333
Lisandro Martinez,Man United,Center Back,28,2022/23,84,Metatarsal fracture,2023-04-14,2023-06-30,lose,Newcastle,-2.0,6.7,win,Brentford,1.0,7.8,win,Everton,2.0,7.4,win,Nottm Forest,2.0,draw,Tottenham,0.0,win,Aston Villa,1.0,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,April,2023.0,7.3,,,0.3333333333333333,1.0,-0.6666666666666667
Christian Eriksen,Man United,Central Midfielder,33,2022/23,83,Ankle injury,2023-01-29,2023-04-06,win,Man City,1.0,5.7,draw,Crystal Palace,0.0,6.0,lose,Arsenal,-1.0,6.3,win,Crystal Palace,1.0,draw,Leeds,0.0,win,Leeds,2.0,win,Everton,2.0,6.0,win,Nottm Forest,2.0,7.2,draw,Tottenham,0.0,7.0,January,2023.0,6.0,6.733333333333333,0.7333333333333334,0.0,1.0,-1.0
Marcel Sabitzer,Man United,Central Midfielder,32,2022/23,81,unknown injury,2023-03-06,2023-03-14,win,Leeds,2.0,6.0,win,Leicester,3.0,6.9,lose,Liverpool,-7.0,7.0,draw,Southampton,0.0,N.A.,N.A.,,N.A.,N.A.,,lose,Newcastle,-2.0,6.1,win,Brentford,1.0,7.1,win,Everton,2.0,6.4,March,2023.0,6.633333333333333,6.533333333333334,-0.09999999999999876,-0.6666666666666666,0.0,-0.6666666666666666
Marcel Sabitzer,Man United,Central Midfielder,32,2022/23,81,Groin problems,2023-04-16,2023-04-19,lose,Newcastle,-2.0,6.1,win,Brentford,1.0,6.4,win,Everton,2.0,6.4,win,Nottm Forest,2.0,N.A.,N.A.,,N.A.,N.A.,,win,Aston Villa,1.0,6.3,lose,Brighton,-1.0,7.0,lose,West Ham,-1.0,6.3,April,2023.0,6.3,6.533333333333334,0.23333333333333428,0.3333333333333333,2.0,-1.6666666666666667
Marcel Sabitzer,Man United,Central Midfielder,32,2022/23,81,Meniscus injury,2023-05-10,2023-06-15,win,Aston Villa,1.0,6.3,lose,Brighton,-1.0,7.0,lose,West Ham,-1.0,6.3,win,Wolves,2.0,win,Bournemouth,1.0,win,Chelsea,3.0,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,May,2023.0,6.533333333333334,,,-0.3333333333333333,2.0,-2.3333333333333335
Jadon Sancho,Man United,Left winger,19,2021/22,82,Tonsillitis,2022-04-26,2022-05-08,win,Norwich City,1.0,,lose,Liverpool,-4.0,5.0,lose,Arsenal,-2.0,6.6,draw,Chelsea,0.0,win,Brentford,,lose,Brighton,-4.0,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,April,2022.0,5.8,,,-1.6666666666666667,-2.0,0.33333333333333326
Jadon Sancho,Man United,Left winger,20,2022/23,82,depression,2022-12-26,2023-01-31,draw,Newcastle,0.0,6.0,win,Tottenham,2.0,6.0,draw,Chelsea,0.0,5.9,win,Nottm Forest,3.0,win,Wolves,1.0,win,Bournemouth,3.0,draw,Leeds,0.0,6.2,win,Leeds,2.0,6.2,win,Leicester,3.0,8.0,December,2022.0,5.966666666666666,6.8,0.8333333333333339,0.6666666666666666,2.3333333333333335,-1.666666666666667
David Raya,Brentford,Goalkeeper,26,2021/22,80,Knee injury,2021-10-25,2022-02-04,win,West Ham,1.0,6.9,lose,Chelsea,-1.0,6.3,lose,Leicester,-1.0,6.5,lose,Burnley,-2.0,lose,Norwich City,-1.0,draw,Newcastle,0.0,lose,Man City,-2.0,5.5,draw,Crystal Palace,0.0,7.0,lose,Arsenal,-1.0,6.5,October,2021.0,6.566666666666666,6.333333333333333,-0.2333333333333334,-0.3333333333333333,-1.0,0.6666666666666667
Kristoffer Ajer,Brentford,Center Back,24,2021/22,76,Hamstring injury,2022-07-09,2022-08-31,win,Southampton,3.0,8.1,win,Everton,1.0,6.0,lose,Leeds,-1.0,7.0,draw,Leicester,0.0,win,Man United,4.0,lose,Fulham,-1.0,lose,Arsenal,-3.0,7.4,draw,Bournemouth,0.0,7.0,lose,Newcastle,-4.0,5.5,July,2022.0,7.033333333333334,6.633333333333333,-0.40000000000000124,1.0,1.0,0.0
Kristoffer Ajer,Brentford,Center Back,26,2023/24,76,Foot injury,2023-12-02,2024-01-16,win,West Ham,1.0,5.5,lose,Liverpool,-3.0,5.1,lose,Arsenal,-1.0,5.9,win,Luton Town,2.0,lose,Brighton,-1.0,lose,Sheffield,-1.0,win,Nottm Forest,1.0,6.1,lose,Tottenham,-1.0,6.0,lose,Man City,-2.0,6.0,December,2023.0,5.5,6.033333333333334,0.5333333333333341,-1.0,0.0,-1.0
Kristoffer Ajer,Brentford,Center Back,26,2023/24,76,Calf strain,2024-04-06,2024-04-20,draw,Man United,0.0,7.6,draw,Brighton,0.0,6.7,draw,Aston Villa,0.0,5.6,win,Sheffield,2.0,N.A.,N.A.,,N.A.,N.A.,,win,Luton Town,4.0,7.0,lose,Everton,-1.0,6.2,draw,Fulham,0.0,6.9,April,2024.0,6.633333333333333,6.7,0.06666666666666732,0.0,2.0,-2.0
Ethan Pinnock,Brentford,Center Back,29,2023/24,79,Ankle injury,2024-02-10,2024-04-13,lose,Tottenham,-1.0,6.0,lose,Man City,-2.0,5.6,win,Wolves,2.0,6.9,lose,Liverpool,-3.0,lose,Man City,-1.0,lose,West Ham,-2.0,win,Sheffield,2.0,6.2,win,Luton Town,4.0,7.1,lose,Everton,-1.0,6.4,February,2024.0,6.166666666666667,6.566666666666667,0.40000000000000036,-0.3333333333333333,-2.0,1.6666666666666667
Rico Henry,Brentford,Left Back,24,2023/24,75,Knee injury,2023-09-16,2024-10-05,draw,Crystal Palace,0.0,5.6,draw,Bournemouth,0.0,6.2,lose,Newcastle,-1.0,6.0,lose,Everton,-2.0,draw,Nottm Forest,0.0,lose,Man United,-1.0,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,September,2023.0,5.933333333333334,,,-0.3333333333333333,-1.0,0.6666666666666667
Christian Norgaard,Brentford,Defensive Midfielder ,30,2023/24,77,Foot injury,2024-01-05,2024-01-30,lose,Aston Villa,-1.0,6.9,lose,Wolves,-3.0,7.1,lose,Crystal Palace,-2.0,6.3,win,Nottm Forest,1.0,N.A.,N.A.,,N.A.,N.A.,,lose,Tottenham,-1.0,7.1,lose,Man City,-2.0,6.2,win,Wolves,1.0,7.1,January,2024.0,6.766666666666667,6.8,0.033333333333333215,-2.0,1.0,-3.0
Christian Norgaard,Brentford,Defensive Midfielder ,30,2023/24,77,Back injury,2024-03-09,2024-04-16,lose,West Ham,-2.0,6.8,draw,Chelsea,0.0,7.5,lose,Arsenal,-1.0,5.7,lose,Burnley,-1.0,draw,Man United,0.0,draw,Brighton,0.0,win,Luton Town,4.0,6.1,lose,Everton,-1.0,6.5,draw,Fulham,0.0,6.4,March,2024.0,6.666666666666667,6.333333333333333,-0.3333333333333339,-1.0,-0.3333333333333333,-0.6666666666666667
Vitaly Janelt,Brentford,Defensive Midfielder ,24,2022/23,76,Knee injury,2023-03-15,2023-04-06,win,Fulham,1.0,5.6,lose,Everton,-1.0,7.5,win,Southampton,2.0,5.8,draw,Leicester,0.0,draw,Brighton,0.0,lose,Man United,-1.0,lose,Newcastle,-1.0,6.2,lose,Wolves,-2.0,5.8,draw,Aston Villa,0.0,5.9,March,2023.0,6.3,5.966666666666666,-0.3333333333333339,0.6666666666666666,-0.3333333333333333,1.0
